City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
272,Belaya Gora,68.5333,146.4167,0.68,98,100,3.67,overcast clouds
273,Gat,31.61,34.7642,72.39,64,71,1.72,broken clouds
274,Saint George,37.1041,-113.5841,79.63,31,1,1.99,clear sky
275,Samarai,-10.6167,150.6667,83.28,78,99,13.8,overcast clouds
276,Haimen,23.1935,116.6142,67.89,79,80,15.48,broken clouds
277,Nawa,27.0167,75.0,68.94,28,0,3.58,clear sky
278,Edremit,39.5961,27.0244,56.95,72,20,14.97,few clouds
279,Makakilo City,21.3469,-158.0858,83.61,58,90,5.75,overcast clouds
280,Touros,-5.1989,-35.4608,79.7,78,53,15.55,broken clouds
281,Daru,-9.0763,143.2092,83.25,76,97,10.38,overcast clouds
282,Port Macquarie,-31.4333,152.9167,64.36,88,75,3.44,broken clouds
283,Hetauda,27.4284,85.0322,65.55,84,35,2.98,scattered clouds
284,Mangai,-4.05,19.5333,69.39,98,69,0.58,broken clouds
285,Tukrah,32.5341,20.5791,69.44,72,76,20.6,broken clouds
286,Coquimbo,-29.9533,-71.3436,60.53,77,0,10.36,clear sky
287,Banjarmasin,-3.3244,114.591,75.34,91,85,1.99,overcast clouds
288,Shimoda,34.6667,138.95,62.71,80,100,9.31,overcast clouds
289,Slavyanka,42.8633,131.3847,48.58,71,27,8.79,scattered clouds
290,Dongli,23.5656,116.8194,67.98,100,40,0.0,light rain
291,Kedougou,12.5579,-12.1743,75.04,88,98,3.83,overcast clouds
292,Kamaishi,39.2667,141.8833,56.66,74,100,5.86,overcast clouds
293,Borba,-4.3878,-59.5939,79.57,72,82,1.39,heavy intensity rain
294,Ardakan,32.31,54.0175,61.18,30,3,4.97,clear sky
295,Misratah,32.3754,15.0925,72.0,63,100,13.51,overcast clouds
296,Yar-Sale,66.8333,70.8333,7.77,90,95,16.44,overcast clouds
297,Roald,62.5833,6.1333,55.54,44,90,13.8,overcast clouds
298,Narsaq,60.9167,-46.05,28.62,71,95,4.32,overcast clouds
299,Upernavik,72.7868,-56.1549,28.13,62,100,11.95,overcast clouds
300,Ilulissat,69.2167,-51.1,37.42,60,20,17.27,light rain
301,Ishigaki,24.3448,124.1572,73.53,83,75,8.05,broken clouds
302,Okha,53.5739,142.9478,29.84,57,100,17.76,overcast clouds
303,Kloulklubed,7.0419,134.2556,79.3,76,100,15.61,light rain
304,Port Lincoln,-34.7333,135.8667,60.01,61,0,12.17,clear sky
305,Kailua,21.4022,-157.7394,85.06,69,20,9.22,few clouds
306,Haines Junction,60.7522,-137.5108,42.75,52,100,8.05,overcast clouds
307,Launceston,-41.45,147.1667,58.6,72,14,5.99,few clouds
308,Pierre,44.3683,-100.351,49.86,63,75,3.0,broken clouds
309,Hervey Bay,-25.2986,152.8535,84.04,74,97,16.93,overcast clouds
310,Paamiut,61.994,-49.6678,31.53,79,86,13.04,overcast clouds
311,Luwuk,-0.9516,122.7875,80.2,81,100,1.28,overcast clouds
312,Mansa,29.9833,75.3833,65.37,38,0,3.49,clear sky
