City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
344,Tasiilaq,GL,65.6145,-37.6368,26.76,65,100,4.18,overcast clouds
345,Umm Lajj,SA,25.0213,37.2685,82.18,51,6,5.28,clear sky
346,Sao Tome,ST,0.3365,6.7273,78.57,84,100,5.12,moderate rain
347,Boyolangu,ID,-8.1181,111.8935,84.83,68,97,4.81,overcast clouds
348,Novikovo,RU,51.1537,37.8879,40.24,83,0,3.4,clear sky
349,Hami,CN,42.8,93.45,52.45,39,100,4.92,overcast clouds
350,Pimentel,PE,-6.8367,-79.9342,63.82,83,98,12.73,overcast clouds
351,Ariano Irpino,IT,41.1489,15.0833,53.69,73,67,1.72,broken clouds
352,Bairiki,KI,1.3292,172.9752,87.8,66,20,8.05,few clouds
353,Chimbote,PE,-9.0853,-78.5783,62.67,86,64,7.52,broken clouds
354,Yar-Sale,RU,66.8333,70.8333,5.54,89,20,15.21,few clouds
355,Saquarema,BR,-22.92,-42.5103,71.62,92,100,12.1,overcast clouds
356,Moussoro,TD,13.6408,16.4901,82.54,16,89,9.15,overcast clouds
357,Itarema,BR,-2.9248,-39.9167,79.59,79,41,10.69,scattered clouds
358,Dingle,PH,10.9995,122.6711,82.63,78,81,15.41,broken clouds
359,Salalah,OM,17.0151,54.0924,77.09,53,0,6.91,clear sky
360,Rocha,UY,-34.4833,-54.3333,64.31,91,56,8.52,broken clouds
361,Clearwater,US,27.9659,-82.8001,71.91,76,75,10.0,broken clouds
362,Arlit,NE,18.7369,7.3853,79.95,21,0,7.16,clear sky
363,Pringsewu,ID,-5.3582,104.9744,86.11,65,49,3.11,scattered clouds
364,Darlawn,IN,24.0167,92.9,70.93,71,14,0.63,few clouds
365,Ambon,ID,-3.6954,128.1814,87.94,70,40,6.91,scattered clouds
366,Celestun,MX,20.8667,-90.4,75.6,61,12,7.14,few clouds
367,Luanda,AO,-8.8368,13.2343,75.2,83,75,8.05,broken clouds
368,Miranda,CO,3.2499,-76.2281,69.93,94,100,2.59,overcast clouds
369,Cabedelo,BR,-6.9811,-34.8339,79.47,73,11,13.42,few clouds
370,Nova Odesa,UA,47.3078,31.7851,41.85,85,0,8.08,clear sky
371,Male,MV,4.1748,73.5089,84.15,74,75,16.11,broken clouds
372,Soe,ID,-9.8607,124.284,86.67,43,62,5.08,broken clouds
373,Lasa,IT,46.6166,10.7002,45.48,91,100,1.79,overcast clouds
374,Mahbubnagar,IN,16.7333,77.9833,73.53,86,55,9.6,broken clouds
375,Midland,US,31.9974,-102.0779,72.99,22,1,5.75,clear sky
376,Esperance,AU,-33.8667,121.9,72.52,41,1,7.94,clear sky
377,Paita,PE,-5.0892,-81.1144,65.41,81,20,12.93,few clouds
378,Lorengau,PG,-2.0226,147.2712,83.71,76,96,7.4,overcast clouds
379,Yulara,AU,-25.2406,130.9889,67.84,64,90,5.75,overcast clouds
380,The Valley,AI,18.217,-63.0578,82.26,69,5,12.71,clear sky
381,Iaciara,BR,-14.0958,-46.6317,75.33,62,57,1.1,broken clouds
382,Seoul,KR,37.5683,126.9778,62.11,67,20,3.44,few clouds
383,Shimoda,JP,34.6667,138.95,62.96,82,100,9.42,moderate rain
384,Cookeville,US,36.1628,-85.5016,53.85,97,90,1.99,overcast clouds
385,Folkestone,GB,51.0833,1.1833,55.33,92,100,5.99,overcast clouds
386,Basar,IN,27.9833,94.6667,63.86,57,11,2.06,few clouds
387,Marsa Matruh,EG,31.3525,27.2453,64.6,82,0,5.75,clear sky
388,Ipixuna,BR,-1.7625,-48.8043,78.75,92,93,4.97,overcast clouds
389,Faaborg,DK,55.0951,10.2423,53.6,91,100,15.57,overcast clouds
390,Porlamar,VE,10.958,-63.8491,87.89,70,100,10.36,overcast clouds
391,Caramoran,PH,13.9849,124.1347,83.25,67,89,11.27,overcast clouds
392,Sao Francisco,BR,-15.9486,-44.8644,78.08,56,100,9.31,overcast clouds
393,Grand-Santi,GF,4.25,-54.3833,73.47,97,54,2.53,broken clouds
394,Orsta,NO,62.2029,6.1272,54.99,77,100,9.31,overcast clouds
395,Quelimane,MZ,-17.8786,36.8883,68.2,86,0,4.32,clear sky
396,Macapa,BR,0.0389,-51.0664,82.38,83,20,3.44,few clouds
397,Martinsicuro,IT,42.8811,13.9145,54.32,78,58,4.25,broken clouds
398,Vraca,BA,43.8422,18.3955,29.12,100,90,1.14,fog
399,Nouakchott,MR,18.0858,-15.9785,78.73,64,100,13.0,overcast clouds
400,Marabba,SD,12.35,32.1833,83.71,48,16,4.45,few clouds
401,Vila,PT,42.0304,-8.1588,56.32,95,100,7.18,overcast clouds
402,Sulangan,PH,11.1373,123.7228,83.14,72,100,19.73,overcast clouds
403,Sierpc,PL,52.8568,19.6691,48.43,65,8,9.86,clear sky
404,Klaksvik,FO,62.2266,-6.589,40.12,91,100,10.09,overcast clouds
405,Buchanan,LR,5.8808,-10.0467,76.96,88,100,4.52,overcast clouds
406,Vostok,RU,46.4856,135.8833,44.13,61,93,3.13,overcast clouds
407,Saint-Augustin,CA,51.226,-58.6502,42.76,61,65,3.49,broken clouds
408,Torbay,CA,47.6666,-52.7314,39.97,76,1,4.61,clear sky
409,Namibe,AO,-15.1961,12.1522,65.57,79,68,4.45,broken clouds
410,Red Bank,US,40.3471,-74.0643,60.84,92,90,1.01,light rain
411,Beringovskiy,RU,63.05,179.3167,9.95,95,100,20.07,light snow
412,Dakar,SN,14.6937,-17.4441,77.88,72,91,4.0,overcast clouds
413,Jibuti,DJ,11.5,42.5,72.43,76,100,7.76,overcast clouds
414,Iracoubo,GF,5.4802,-53.2011,79.38,83,29,7.38,scattered clouds
415,Nishihara,JP,26.1842,127.7558,80.65,61,40,11.5,scattered clouds
416,Maues,BR,-3.3836,-57.7186,79.05,74,81,1.83,broken clouds
417,Novo Aripuana,BR,-5.1206,-60.3797,77.16,81,45,0.83,scattered clouds
418,Tigil,RU,57.8,158.6667,30.09,97,100,5.19,snow
419,Talnakh,RU,69.4865,88.3972,11.16,96,100,4.85,light snow
420,Bath,GB,51.3779,-2.3591,56.88,91,100,15.48,overcast clouds
421,Kieta,PG,-6.2167,155.6333,82.44,74,100,2.8,light rain
422,Joaima,BR,-16.6542,-41.0306,69.94,94,87,3.15,overcast clouds
423,Lahaina,US,20.8783,-156.6825,85.24,77,1,4.54,clear sky
424,Gat,IL,31.61,34.7642,74.39,63,97,5.79,overcast clouds
425,Antofagasta,CL,-23.65,-70.4,60.08,74,28,1.77,scattered clouds
426,Henties Bay,NA,-22.116,14.2845,55.85,92,0,2.04,clear sky
427,Cotonou,BJ,6.3654,2.4183,82.38,83,40,6.91,scattered clouds
428,Hlatikulu,SZ,-26.9667,31.3167,44.4,88,0,2.82,clear sky
429,Dodola,ET,6.9833,39.1833,44.17,67,82,3.53,broken clouds
430,Aboso,GH,5.3617,-1.9473,73.35,98,100,2.82,overcast clouds
431,Bethanien,NA,-26.502,17.1583,68.02,30,0,4.85,clear sky
432,Nelson Bay,AU,-32.7167,152.15,69.96,49,56,7.76,broken clouds
433,Caranavi,BO,-15.8167,-67.55,67.57,85,99,2.93,overcast clouds
434,Oranjestad,AW,12.524,-70.027,82.35,78,20,11.5,few clouds
435,Yuxia,CN,34.0615,108.6291,59.61,75,100,3.2,moderate rain
436,Saint Anthony,US,45.0205,-93.218,51.73,71,75,3.0,broken clouds
437,Nanakuli,US,21.3906,-158.1547,81.77,65,1,13.8,clear sky
438,Gallup,US,35.5281,-108.7426,54.01,32,1,1.01,clear sky
439,Tokat,TR,40.4167,36.5833,41.65,84,100,3.62,overcast clouds
440,Ayan,RU,56.45,138.1667,24.55,45,1,15.75,clear sky
441,Coquimbo,CL,-29.9533,-71.3436,55.13,94,90,5.75,overcast clouds
442,Bure,ET,10.7,37.0667,51.06,67,21,3.78,few clouds
443,Arawa,PG,-6.2132,155.5367,82.8,76,100,3.18,light rain
444,Sistranda,NO,63.7256,8.834,53.91,69,100,36.04,overcast clouds
445,Breves,BR,-1.6822,-50.4803,76.46,87,70,5.14,broken clouds
446,Roald,NO,62.5833,6.1333,55.54,58,75,9.22,broken clouds
447,Bialogard,PL,54.007,15.9875,47.93,58,91,12.06,overcast clouds
448,Santa Rosalia,MX,27.3167,-112.2833,73.85,51,0,3.89,clear sky
449,Zeya,RU,53.75,127.2667,28.69,37,8,2.39,clear sky
450,Nome,US,64.5011,-165.4064,17.67,63,1,5.75,clear sky
451,Khuzdar,PK,27.7384,66.6434,58.37,26,1,6.22,clear sky
452,Laguna,US,38.421,-121.4238,65.25,72,90,1.01,overcast clouds
453,Bontang,ID,0.1333,117.5,83.86,70,82,7.4,broken clouds
454,Havre-Saint-Pierre,CA,50.2334,-63.5986,44.6,93,1,3.44,clear sky
455,Naze,JP,28.3667,129.4833,74.32,63,1,6.89,clear sky
456,Quimper,FR,48.0,-4.1,59.61,94,75,14.97,broken clouds
457,Vestmanna,FO,62.1564,-7.1664,38.32,100,90,2.3,overcast clouds
458,Matara,LK,5.9485,80.5353,78.57,87,30,2.84,scattered clouds
459,Gogrial,SS,8.5332,28.1004,75.22,74,45,3.74,scattered clouds
460,Abu Samrah,SY,35.3029,37.1841,61.39,64,20,6.35,few clouds
461,Karratha,AU,-20.7377,116.8463,80.06,48,0,13.15,clear sky
462,Inuvik,CA,68.3499,-133.7218,18.36,86,40,5.75,scattered clouds
463,Columbus,US,39.9612,-82.9988,54.32,95,90,1.01,overcast clouds
464,Cabo San Lucas,MX,22.8909,-109.9124,80.62,75,14,4.0,few clouds
465,Okha,RU,53.5739,142.9478,31.84,57,100,17.72,overcast clouds
466,Sainte-Julienne,CA,45.9668,-73.7159,50.09,98,100,10.04,moderate rain
467,Luganville,VU,-15.5333,167.1667,84.63,61,26,8.57,scattered clouds
468,Harper,LR,4.375,-7.7169,76.68,88,62,4.94,light rain
469,Lucapa,AO,-8.4192,20.7447,65.26,98,100,2.95,light rain
470,Cajnice,BA,43.5575,19.0711,38.21,87,0,2.17,clear sky
471,Ust-Shonosha,RU,61.1531,41.343,40.64,95,96,7.16,overcast clouds
472,Trincomalee,LK,8.5711,81.2335,80.85,82,100,7.9,overcast clouds
473,Aracaju,BR,-10.9111,-37.0717,75.15,88,75,6.91,broken clouds
474,Araouane,ML,18.9048,-3.5265,81.52,24,58,10.31,broken clouds
475,Washington,US,47.5001,-120.5015,43.57,45,0,2.55,clear sky
476,San Cosme Y Damian,PY,-27.3167,-56.35,68.18,96,42,4.68,scattered clouds
477,Placerville,US,38.7296,-120.7986,60.49,87,90,4.61,overcast clouds
478,Ivanishchi,RU,55.7742,40.4273,42.51,92,11,7.7,few clouds
479,Sobolevo,RU,54.4299,31.8996,39.92,90,8,10.09,clear sky
480,Balykshi,KZ,47.0667,51.8667,32.0,93,7,0.0,mist
481,Kjollefjord,NO,70.9457,27.3465,37.76,81,100,14.74,overcast clouds
482,Nuevo Progreso,MX,23.1667,-97.95,76.59,67,2,4.41,clear sky
483,Zhezkazgan,KZ,47.8043,67.7144,42.31,70,100,16.02,overcast clouds
484,Falesti,MD,47.5736,27.7092,46.26,87,0,6.04,clear sky
485,Trelew,AR,-43.249,-65.3051,46.17,66,2,13.06,clear sky
486,La Ronge,CA,55.1001,-105.2842,34.05,64,90,12.66,light shower snow
487,Hambantota,LK,6.1241,81.1185,77.34,100,40,3.44,scattered clouds
488,Chesma,RU,53.8111,60.6533,40.53,89,100,11.07,overcast clouds
489,Phalaborwa,ZA,-23.943,31.1411,65.48,69,99,10.42,overcast clouds
490,Taveta,KE,-3.3963,37.6736,69.64,86,59,5.14,light rain
491,Nizhnevartovsk,RU,60.9344,76.5531,6.82,92,90,2.24,fog
492,Dolores,AR,-36.3132,-57.6792,56.52,83,52,13.56,broken clouds
493,Teya,RU,60.3778,92.6267,18.32,84,100,11.32,overcast clouds
494,Lazaro Cardenas,MX,17.9583,-102.2,78.84,81,7,2.28,clear sky
495,Tucuma,BR,-0.1833,-50.05,77.47,89,35,6.58,scattered clouds
496,Altoona,US,40.5187,-78.3947,53.11,95,100,1.97,moderate rain
497,Laibin,CN,23.7,109.2667,64.63,95,100,3.89,overcast clouds
498,Jardim,BR,-21.4803,-56.1381,69.04,90,60,4.32,broken clouds
499,Ngunguru,NZ,-35.6167,174.5,66.16,62,100,7.29,overcast clouds
500,Berezanka,UA,46.8526,31.388,42.44,87,0,8.3,clear sky
501,Bambanglipuro,ID,-7.95,110.2833,83.86,74,100,7.36,overcast clouds
502,Cockburn Town,TC,21.4612,-71.1419,82.62,63,61,10.85,broken clouds
503,Kuytun,RU,54.3419,101.5036,33.31,87,100,5.95,overcast clouds
504,Kirakira,SB,-10.4544,161.9205,87.31,62,15,13.0,few clouds
505,Mozarlandia,BR,-14.7447,-50.5706,76.35,77,97,9.44,overcast clouds
506,Port Hedland,AU,-20.3167,118.5667,84.25,51,0,13.8,clear sky
507,Bogorodskoye,RU,56.55,37.8833,42.96,87,42,9.91,scattered clouds
508,Braco Do Norte,BR,-28.275,-49.1656,65.1,99,100,1.95,overcast clouds
509,Gondanglegi,ID,-7.7479,112.0132,88.75,56,99,3.65,overcast clouds
510,Liverpool,GB,53.4106,-2.9779,47.68,89,98,3.0,overcast clouds
511,Severnoye,RU,56.3491,78.3619,25.5,94,100,7.49,light snow
512,Dasoguz,TM,41.8363,59.9666,33.91,80,0,4.61,clear sky
513,Roma,US,43.2128,-75.4557,55.81,93,90,4.61,overcast clouds
514,Ferkessedougou,CI,9.6,-5.2,72.84,88,45,4.0,scattered clouds
515,Ferrol,ES,43.4832,-8.2369,65.57,83,70,19.28,broken clouds
516,Frederico Westphalen,BR,-27.3592,-53.3944,61.66,92,100,1.48,overcast clouds
517,Ouahigouya,BF,13.5828,-2.4216,83.7,38,16,1.88,few clouds
518,Nioro,GM,13.35,-15.75,76.86,68,100,3.69,overcast clouds
519,Miles City,US,46.4083,-105.8406,35.51,80,90,4.61,overcast clouds
520,Romanovo,RU,52.6182,81.2271,36.48,65,100,18.05,overcast clouds
521,Augusto Correa,BR,-1.0217,-46.635,76.35,91,25,4.09,scattered clouds
522,Anadyr,RU,64.75,177.4833,7.3,92,90,20.0,snow
523,Jyvaskyla,FI,62.2415,25.7209,44.96,89,90,4.61,overcast clouds
524,Puerto Madryn,AR,-42.7692,-65.0385,47.91,66,40,16.69,scattered clouds
525,Itigi,TZ,-5.7,34.4833,67.75,73,91,6.29,overcast clouds
526,Inyonga,TZ,-6.7167,32.0667,72.52,52,98,1.14,overcast clouds
527,Juquitiba,BR,-23.9317,-47.0683,68.36,99,100,3.11,overcast clouds
528,Zhengjiatun,CN,43.5064,123.5064,39.24,54,95,13.38,overcast clouds
529,Vientiane,LA,17.9667,102.6,86.05,70,75,2.3,broken clouds
530,Saint-Orens-De-Gameville,FR,43.554,1.5341,63.43,96,75,0.0,broken clouds
531,Komsomolskiy,UZ,40.4272,71.7189,44.02,61,100,4.61,overcast clouds
532,Svirsk,RU,53.0858,103.3325,33.04,77,45,4.47,scattered clouds
533,Pelym,RU,61.0108,61.9978,12.97,99,90,2.46,overcast clouds
534,Rafaela,AR,-31.2503,-61.4867,80.98,43,4,4.0,clear sky
535,Manjacaze,MZ,-24.7117,33.8828,66.29,91,81,3.29,light rain
536,Vao,NC,-22.6667,167.4833,71.91,71,63,3.94,broken clouds
537,Limon,CR,10.0,-83.0333,78.08,85,100,6.71,overcast clouds
538,Krasnoselkup,RU,65.7,82.4667,12.69,95,100,11.23,light snow
539,Cayenne,GF,4.9333,-52.3333,82.09,79,18,1.99,few clouds
540,Bukoba,TZ,-1.3317,31.8122,64.44,90,73,5.95,light rain
541,Vestmannaeyjar,IS,63.4427,-20.2734,43.59,76,99,7.56,overcast clouds
542,Taoudenni,ML,22.6783,-3.9836,81.14,28,49,9.6,scattered clouds
543,Uruburetama,BR,-3.625,-39.5083,76.33,85,58,3.83,broken clouds
544,Santa Cruz Cabralia,BR,-16.2781,-39.0247,75.43,88,75,4.61,broken clouds
545,Correia Pinto,BR,-27.5847,-50.3611,60.15,97,100,6.67,overcast clouds
546,Polkowice,PL,51.5039,16.0726,52.68,60,87,5.95,overcast clouds
547,Sabang,ID,5.8933,95.3214,79.59,82,100,17.07,moderate rain
548,Gilgit,PK,35.9221,74.3087,47.05,42,0,5.06,clear sky
549,Hovd,MN,48.0056,91.6419,37.36,38,100,6.04,overcast clouds
550,Nizhnyaya Poyma,RU,56.1622,97.1933,30.61,72,100,4.63,overcast clouds
551,Half Moon Bay,US,37.4636,-122.4286,61.29,84,75,5.75,broken clouds
552,Buenos Aires,AR,-34.6132,-58.3772,76.98,82,0,12.66,clear sky
553,Solnechnyy,RU,50.7214,136.6319,32.32,52,4,5.95,clear sky
554,Meaford,CA,44.6001,-80.583,48.52,96,100,5.41,overcast clouds
555,Santa Rosa,PH,14.3122,121.1114,90.09,57,12,16.22,few clouds
556,Zhigansk,RU,66.7697,123.3711,6.22,88,100,26.33,overcast clouds
557,Sakata,JP,38.9167,139.855,64.58,55,75,4.61,broken clouds
558,Economy,US,40.6001,-80.2248,54.75,97,90,0.0,mist
559,Coos Bay,US,43.3665,-124.2179,57.99,97,90,5.75,mist
560,Barinas,VE,8.6226,-70.2075,76.69,96,100,0.76,light rain
561,Woodway,US,31.506,-97.205,64.4,54,1,1.01,clear sky
562,Santa Teresa,VE,10.2341,-66.6631,80.42,98,100,1.32,overcast clouds
563,Sorland,NO,67.667,12.6934,48.43,91,97,16.28,overcast clouds
564,Kedrovyy,RU,56.1667,91.8167,23.41,69,88,4.09,overcast clouds
565,Gigmoto,PH,13.7796,124.39,84.4,62,84,11.5,broken clouds
566,Jumla,NP,29.2747,82.1838,48.97,53,0,2.62,clear sky
567,Rincon,US,32.296,-81.2354,60.98,88,75,9.22,broken clouds
568,Kachiry,KZ,53.0675,76.1036,36.3,96,100,19.89,light rain
569,Suntar,RU,62.1444,117.6319,31.46,87,100,8.01,overcast clouds
570,Atasu,KZ,48.6814,71.6433,37.56,86,100,19.24,overcast clouds
571,Mingaora,PK,34.7758,72.3625,54.21,31,0,7.83,clear sky
572,Las Palmas,ES,28.4204,-14.0131,65.19,88,0,9.22,clear sky
573,Herat,AF,34.5,62.0,50.5,32,65,14.14,broken clouds
574,Tehachapi,US,35.1322,-118.449,65.43,53,99,3.0,overcast clouds
575,Sotouboua,TG,8.5667,0.9833,74.5,73,100,1.83,overcast clouds
576,Bakchar,RU,57.0186,82.0711,26.76,54,100,6.78,overcast clouds
577,Nuevitas,CU,21.5453,-77.2644,74.64,92,100,3.96,overcast clouds
578,Graulhet,FR,43.7669,1.9894,61.95,81,100,5.73,overcast clouds
579,Ambovombe,MG,-25.1667,46.0833,66.63,85,99,6.91,overcast clouds
580,Letlhakane,BW,-21.4167,25.5833,72.3,23,13,9.4,few clouds
581,Xianshuigu,CN,38.985,117.3828,53.6,76,40,6.71,haze
582,Skelleftea,SE,64.7507,20.9528,35.96,100,18,4.61,few clouds
583,Ishigaki,JP,24.3448,124.1572,80.73,69,75,13.8,broken clouds
584,Pingzhuang,CN,42.0372,119.2889,37.69,66,100,11.12,light rain
585,Omboue,GA,-1.5746,9.2618,74.05,98,100,0.72,very heavy rain
586,Hobyo,SO,5.3505,48.5268,78.89,71,74,12.3,broken clouds
587,Maceio,BR,-9.6658,-35.7353,76.44,88,20,4.61,few clouds
588,Sheltozero,RU,61.3667,35.3667,42.51,94,73,12.06,broken clouds
589,Kaeo,NZ,-35.1,173.7833,66.33,70,100,7.58,overcast clouds
590,Zharkent,KZ,44.1628,80.0,43.21,79,100,0.43,light rain
591,Morwa,IN,22.9,73.8333,66.97,53,17,6.6,few clouds
592,Sigli,ID,5.3848,95.9609,77.68,88,100,3.29,overcast clouds
593,Ust-Kulom,RU,61.6864,53.6902,28.04,98,100,2.66,overcast clouds
594,Maraba,BR,-5.3686,-49.1178,78.15,71,37,2.13,scattered clouds
595,Novyy Urgal,RU,51.0736,132.5642,32.88,49,3,2.48,clear sky
596,Labuan,MY,5.2767,115.2417,88.16,66,20,3.44,few clouds
597,Parrita,CR,9.5201,-84.3225,81.99,87,96,1.3,overcast clouds
598,Srandakan,ID,-7.9386,110.2506,83.88,74,100,7.52,overcast clouds
599,Barisal,BD,22.7019,90.3711,77.0,69,13,5.93,few clouds
600,Mirador,BR,-6.3708,-44.3631,77.97,68,40,3.4,scattered clouds
601,Blankenberge,BE,51.3131,3.1323,50.95,87,100,14.56,overcast clouds
602,Urumqi,CN,43.801,87.6005,41.95,65,0,2.24,clear sky
603,Lujiang,CN,31.2581,117.2817,69.85,49,49,6.8,scattered clouds
604,Afua,BR,-0.1567,-50.3867,76.1,93,57,5.53,light rain
605,Wattegama,LK,6.7989,81.4808,76.12,88,96,2.64,overcast clouds
606,Kipushi,CD,-11.7667,27.2333,65.21,70,43,2.35,scattered clouds
607,San Isidro,PE,-12.1167,-77.05,66.02,82,90,1.01,overcast clouds
608,Guipavas,FR,48.4352,-4.3972,57.27,98,90,24.16,light rain
609,Antalaha,MG,-14.9003,50.2788,71.38,89,34,4.63,scattered clouds
610,Lavrentiya,RU,65.5833,-171.0,13.46,80,37,7.25,scattered clouds
611,Tura,IN,25.5198,90.2201,69.71,61,0,1.61,clear sky
612,San Patricio,US,28.017,-97.5169,71.44,38,0,7.65,clear sky
613,Vitim,RU,59.4511,112.5578,34.18,96,100,11.03,light rain
614,Sechura,PE,-5.5569,-80.8222,64.81,80,30,14.38,scattered clouds
615,Poya,NC,-21.35,165.15,82.24,55,1,9.13,clear sky
616,Darhan,MN,49.4867,105.9228,35.56,44,67,9.28,broken clouds
617,Lykhivka,UA,48.6874,33.9228,41.52,77,0,6.82,clear sky
618,Orlik,RU,52.5178,99.825,28.47,62,99,2.35,overcast clouds
619,Chapleau,CA,47.8405,-83.4034,39.16,75,0,2.35,clear sky
620,Olinda,BR,-8.0089,-34.8553,80.33,65,20,6.91,few clouds
621,Saryg-Sep,RU,51.5,95.6,34.86,56,100,2.26,overcast clouds
622,Lanigan,CA,51.8501,-105.0344,35.89,60,73,8.03,broken clouds
623,Pochutla,MX,15.7432,-96.4661,72.82,89,29,3.33,scattered clouds
624,Soubre,CI,5.7856,-6.6083,72.21,99,100,2.53,overcast clouds
625,Coahuayana,MX,18.7333,-103.6833,77.4,88,6,0.56,clear sky
626,Batagay,RU,67.6333,134.6333,-0.96,95,68,3.96,broken clouds
627,Balad,IQ,34.0164,44.1453,80.33,36,100,16.13,overcast clouds
628,Mersin,TR,36.862,34.6509,65.55,62,71,3.76,broken clouds
629,Ahuimanu,US,21.4447,-157.8378,81.54,71,90,6.91,overcast clouds
630,Shelburne,CA,44.0787,-80.2041,45.05,100,100,6.02,overcast clouds
631,Khasan,RU,42.4308,130.6434,55.63,52,12,4.34,few clouds
632,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,41.59,61,75,4.47,broken clouds
633,Macas,EC,-2.3167,-78.1167,66.45,97,22,3.09,few clouds
634,Chunskiy,RU,56.0815,99.6342,31.33,81,100,2.08,overcast clouds
635,Lashio,MM,22.9333,97.75,67.26,95,59,0.09,broken clouds
636,Arrecife,ES,28.963,-13.5477,68.07,82,0,10.36,clear sky
637,Plettenberg Bay,ZA,-34.0527,23.3716,59.18,88,59,1.41,broken clouds
638,Kilindoni,TZ,-7.9139,39.6668,78.51,81,44,10.04,scattered clouds
639,Ohafia,NG,5.6167,7.8333,72.99,96,99,2.68,overcast clouds
640,Santiago,CL,-33.4569,-70.6483,74.86,34,0,10.36,clear sky
641,California City,US,35.1258,-117.9859,73.56,34,1,8.01,haze
642,Catamarca,AR,-28.4696,-65.7852,79.65,48,6,13.31,clear sky
643,Nogliki,RU,51.8333,143.1667,32.7,50,6,13.89,clear sky
644,Aban,RU,56.67,96.06,29.34,59,100,7.49,overcast clouds
645,La Primavera,CO,5.4906,-70.4092,73.85,96,97,2.86,overcast clouds
646,Faya,SA,18.3851,42.4509,54.12,59,0,6.2,clear sky
647,Ayabaca,PE,-4.6398,-79.7149,50.02,81,81,1.28,broken clouds
648,Timra,SE,62.487,17.3257,39.67,100,90,3.44,overcast clouds
649,Wajima,JP,37.4,136.9,63.28,82,75,3.44,broken clouds
650,Shevchenko,UA,48.5,35.0,36.64,87,0,6.71,clear sky
651,Belmonte,BR,-15.8631,-38.8828,75.7,85,93,6.08,overcast clouds
652,Methven,NZ,-43.6333,171.65,64.02,41,82,7.0,broken clouds
653,Marienburg,PL,54.0359,19.0266,50.95,75,8,12.84,clear sky
654,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,88,0,9.22,clear sky
655,Karpogory,RU,64.0019,44.4451,37.99,99,100,7.76,light rain
656,Amambai,BR,-23.1042,-55.2258,67.33,94,100,5.73,overcast clouds
657,Tikrit,IQ,34.6071,43.6782,74.26,44,100,9.78,overcast clouds
658,Mbour,SN,14.422,-16.9638,77.85,71,87,5.99,overcast clouds
659,Gatesville,US,31.4352,-97.7439,65.39,52,1,5.75,clear sky
660,Camacupa,AO,-12.0167,17.4833,61.3,95,100,2.48,light rain
661,Tessalit,ML,20.1986,1.0114,80.51,15,84,8.08,broken clouds
662,Hualmay,PE,-11.0964,-77.6139,63.32,82,96,7.4,overcast clouds
663,Husavik,IS,66.0449,-17.3389,37.31,97,100,21.41,overcast clouds
664,Puerto Narino,CO,-3.7703,-70.3831,75.15,84,85,2.33,overcast clouds
665,Berlevag,NO,70.8578,29.0864,38.34,80,100,15.35,overcast clouds
666,Wonthaggi,AU,-38.6044,145.5913,69.06,56,0,9.22,clear sky
